Name,Earnings,Multiplicative,Share Price,Country
Blue Dart Express,62.69,1000000,80.59,India
Verint Systems,62.63,1000000,36.38,USA
Jamieson Wellness,62.62,1000000,22.40,Canada
NV5 Global,62.61,1000000,103.86,USA
Primo Water,62.6,1000000,13.21,USA
Natco Pharma,62.57,1000000,7.69,India
Northeast Bank,62.54,1000000,43.03,USA
National Vision Holdings,62.41,1000000,25.71,USA
Acco Brands,62.4,1000000,5.25,USA
Intrepid Potash,62.24,1000000,21.65,USA
Bank of Marin Bancorp,62.19,1000000,19.38,USA
TaskUs,62.11,1000000,11.36,USA
Build-A-Bear,61.92,1000000,20.27,USA
OneSpaWorld,61.82,1000000,11.35,Bahamas
OHB SE,61.73,1000000,33.67,Germany
Mativ Holdings,61.7,1000000,16.32,USA
Agiliti,61.69,1000000,17.19,USA
Supernus Pharmaceuticals,61.67,1000000,33.77,USA
Surya Roshni,61.57,1000000,10.17,India
Imagicaaworld Entertainment,61.53,1000000,0.59,India
GÜBRETAŞ,61.5,1000000,11.27,Turkey
Freightways,61.44,1000000,6.13,New Zealand
Rambus,61.36,1000000,60.38,USA
TechTarget,61.12,1000000,34.43,USA
MidWestOne Financial Group,61.03,1000000,21.54,USA
Grindwell Norton,60.76,1000000,26.45,India
Sri Trang Gloves,60.7,1000000,0.26,Thailand
J&J Snack Foods,60.68,1000000,155.68,USA
eMemory Technology,60.57,1000000,74.76,Taiwan
Barrett Business Services,60.52,1000000,88.65,USA
Vaisala,60.37,1000000,45.93,Finland
BCB Bancorp,60.35,1000000,12.41,USA
Jubilant FoodWorks,60.32,1000000,6.08,India
Morguard,60.22,1000000,77.98,Canada
Quaker Houghton,60.19,1000000,192.18,USA
Bar Harbor Bankshares,60.08,1000000,26.80,USA
Phibro Animal Health,60.02,1000000,13.82,USA
RCI Hospitality Holdings,59.93,1000000,76.55,USA
Stanley Black & Decker,59.9,1000000,90.90,USA
Immatics,59.87,1000000,12.72,Germany
K92 Mining,59.77,1000000,4.59,Canada
Triple Flag Precious Metals,59.74,1000000,13.65,Canada
Bank First,59.63,1000000,85.68,USA
Delegat,59.49,1000000,5.46,New Zealand
Mitsui Fudosan Logistics Park,59.27,1000000,"3,699",Japan
SmartFinancial (SmartBank),59.23,1000000,23.09,USA
Radiant Logistics,59.21,1000000,6.61,USA
Cricut,59.07,1000000,15.75,USA
Guoco,58.97,1000000,7.54,Hong Kong
Tethys Oil,58.9,1000000,4.76,Sweden
Jakks Pacific,58.85,1000000,21.35,USA
SMART Global Holdings,58.84,1000000,27.02,USA
Genus,58.71,1000000,31.79,UK
Urban One,58.6,1000000,5.92,USA
Zensar,58.59,1000000,4.82,India
TXO Energy Partners,58.34,1000000,20.87,USA
Destination XL,58.33,1000000,5.01,USA
Landis+Gyr,58.28,1000000,91.63,Switzerland
XPEL,58.28,1000000,78.50,USA
UB Properties,58.14,1000000,21.00,USA
CRA International,58.06,1000000,100.69,USA
Sportsman's Warehouse,58.06,1000000,4.83,USA
DeNA,58.03,1000000,13.52,Japan
Quad,58,1000000,3.63,USA
Marine Products Corporation,57.96,1000000,16.18,USA
Ace Hardware Indonesia,57.96,1000000,0.04000,Indonesia
Capital City Bank Group,57.86,1000000,32.20,USA
Harmonic,57.81,1000000,17.99,USA
Magic Software,57.71,1000000,14.06,Israel
G8 Education,57.42,1000000,0.70,Australia
Kennedy Wilson,57.3,1000000,16.87,USA
Arendals Fossekompani,57.22,1000000,18.31,Norway
Parke Bancorp,57.14,1000000,17.72,USA
Össur,57.12,1000000,4.54,Iceland
Gamania Digital,57.1,1000000,2.63,Taiwan
Kajaria Ceramics,56.94,1000000,15.75,India
Enterprise Bancorp,56.75,1000000,30.76,USA
Priority Technology Holdings,56.75,1000000,3.37,USA
EVO Payments,56.55,1000000,33.99,USA
NBCC India,56.38,1000000,0.50,India
Alpine Summit Energy Partners,56.26,1000000,0.66,USA
NEUCA,56.23,1000000,189.32,Poland
One Liberty Properties,56.18,1000000,21.18,USA
Cosmo First,56.12,1000000,7.70,India
The Shyft Group,56.09,1000000,23.59,USA
Avanos Medical,56,1000000,25.60,USA
Sportradar,55.94,1000000,11.56,Switzerland
V2X,55.93,1000000,45.87,USA
Simona,55.87,1000000,97.44,Germany
Netwealth,55.8,1000000,9.48,Australia
Mastek,55.69,1000000,24.14,India
Exclusive Networks,55.69,1000000,21.68,France
GAG Immobilien,55.68,1000000,66.24,Germany
Calix,55.63,1000000,50.77,USA
Bytes Technology,55.58,1000000,6.92,UK
Lodha Group,55.5,1000000,7.62,India
Velocity Financial,55.28,1000000,11.65,USA
The Hackett Group,55.1,1000000,21.46,USA
Zhejiang Jinke Tom Culture Industry,54.98,1000000,1.00,China
Bowlero,54.88,1000000,12.04,USA
Tamil Nadu Newsprint and Papers Limited,54.57,1000000,2.64,India
U.S. Physical Therapy,54.48,1000000,115.07,USA
Anora Group,54.4,1000000,5.38,Finland
Veeco,54.36,1000000,24.83,USA
Playa Hotels & Resorts,54.32,1000000,9.00,USA
Ponsse,54.32,1000000,33.45,Finland
Hingham Institution for Savings,54.31,1000000,215.84,USA
HarborOne Bancorp,54.28,1000000,9.27,USA
TrueBlue,54.25,1000000,17.81,USA
Indus Holding,54.24,1000000,28.25,Germany
Miramar Hotel and Investment,54.21,1000000,1.42,Hong Kong
Cathay Real Estate Development,53.83,1000000,0.53,Taiwan
Brunello Cucinelli,53.75,1000000,93.50,Italy
Karooooo,53.43,1000000,23.84,Singapore
Nine Energy Service,53.36,1000000,3.25,USA
Graphite India,53.35,1000000,4.97,India
Unity Bancorp,53.29,1000000,23.90,USA
First Business Financial Services,53.18,1000000,29.97,USA
MOIL,53.11,1000000,1.99,India
ZF Commercial Vehicle Control Systems India,53.09,1000000,144.95,India
Max Financial Services,53.04,1000000,8.42,India
Nu Skin,52.86,1000000,33.52,USA
Welspun India,52.86,1000000,1.15,India
UCT (Ultra Clean Holdings),52.83,1000000,38.05,USA
Ituran,52.83,1000000,25.41,Israel
Winmark,52.78,1000000,358.46,USA
Townsquare Media,52.73,1000000,11.15,USA
Navitas Semiconductor,52.72,1000000,9.38,Ireland
Chase Corporation,52.7,1000000,127.42,USA
Kronos Worldwide,52.6,1000000,8.91,USA
Interface,52.57,1000000,8.43,USA
Kearny Financial,52.56,1000000,7.53,USA
NetLink Trust,52.51,1000000,0.65,Singapore
Vinci Partners,52.5,1000000,9.16,Brazil
N-Able,52.46,1000000,14.53,USA
Civista Bancshares,52.43,1000000,17.06,USA
PDS Multinational,52.34,1000000,4.40,India
Chalet Hotels,52.31,1000000,5.22,India
KPIT Technologies,52.18,1000000,13.24,India
VisEra Technologies,52.11,1000000,8.86,Taiwan
United Breweries,52.06,1000000,18.46,India
Granite Construction,51.98,1000000,39.78,USA
X-FAB,51.91,1000000,10.88,Belgium
Healthcare Services Group,51.88,1000000,14.53,USA
Chewy,51.87,1000000,39.64,USA
A10 Networks,51.81,1000000,15.35,USA
Village Super Market,51.8,1000000,22.23,USA
Retail Opportunity Investments,51.69,1000000,13.59,USA
Wirtualna Polska (WP Holding),51.61,1000000,26.41,Poland
Uxin Limited,51.5,1000000,1.38,China
Sterling Check,51.3,1000000,11.89,USA
Bankwell Financial Group,51.21,1000000,25.21,USA
Home Bancorp,51.21,1000000,33.49,USA
Macatawa Bank,50.65,1000000,9.57,USA
CION Investment,50.51,1000000,10.52,USA
Indian Energy Exchange,50.35,1000000,1.54,India
ModivCare,50.3,1000000,47.24,USA
Tata Coffee,50.19,1000000,3.04,India
Alembic Pharmaceuticals,50.11,1000000,7.52,India
Devolver Digital,50.02,1000000,0.31,USA
Indian Metals & Ferro Alloys,50.01,1000000,3.47,India
Middlesex Water Company,49.95,1000000,82.51,USA
Gentherm,49.83,1000000,59.09,USA
Dixon Technologies,49.77,1000000,55.49,India
Software AG,49.73,1000000,35.19,Germany
Aris Water Solutions,49.65,1000000,9.59,USA
Via S.A.,49.63,1000000,0.53,Brazil
Alerus Financial,49.6,1000000,19.35,USA
Distribution Solutions Group,49.56,1000000,49.99,USA
Kossan Rubber Industries,49.5,1000000,0.30,Malaysia
Overseas Shipholding Group,49.48,1000000,3.85,USA
Johnson Outdoors,49.45,1000000,58.84,USA
CPI Card Group,49.14,1000000,25.33,USA
Engineers India,49.13,1000000,1.37,India
Aavas Financiers,48.85,1000000,16.52,India
SRA Holdings,48.77,1000000,23.06,Japan
JSW Holdings,48.76,1000000,56.15,India
Estun Automation,48.7,1000000,3.81,China
James River Group,48.6,1000000,20.04,Bermuda
Solaris Oilfield Infrastructure,48.4,1000000,8.28,USA
Mammoth Energy Services,48.25,1000000,4.46,USA
Collegium Pharmaceutical,48.24,1000000,22.96,USA
GreenTree Hospitality,48.21,1000000,4.44,China
ACNB Corporation,48.14,1000000,32.56,USA
Carriage Services,48.05,1000000,27.66,USA
Gladstone Investment,48.01,1000000,13.09,USA
Las Vegas Sands,48,1000000,58.45,USA
Devyani International,47.96,1000000,2.35,India
Lazydays Holdings,47.9,1000000,10.77,USA
NexPoint Residential,47.83,1000000,46.72,USA
Red River Bancshares,47.82,1000000,53.63,USA
AcelRx Pharmaceuticals,47.76,1000000,1.18,USA
BBX Capital Corporation,47.75,1000000,7.50,USA
Aurelius Group,47.57,1000000,20.12,Germany
Polenergia,47.52,1000000,19.69,Poland
Greenpanel Industries,47.51,1000000,4.16,India
REX American Resources,47.47,1000000,33.82,USA
Vishay Precision Group,47.35,1000000,37.86,USA
Hinduja Global Solutions,47.23,1000000,13.20,India
Transport Corporation of India,47.17,1000000,8.79,India
Happinet,47.17,1000000,15.05,Japan
Enlight Renewable Energy,47.1,1000000,19.94,Israel
Tremor International,47.03,1000000,7.10,Israel
Mensch und Maschine,46.93,1000000,60.76,Germany
Dr Lal PathLabs,46.92,1000000,24.73,India
Eckert & Ziegler,46.85,1000000,42.85,Germany
Time Technoplast,46.85,1000000,1.42,India
Alpine Income Property Trust,46.79,1000000,16.06,USA
Custom Truck One Source,46.73,1000000,7.09,USA
Ruth's Hospitality Group,46.65,1000000,21.49,USA
Southern Missouri Bancorp,46.65,1000000,42.38,USA
Global Medical REIT,46.58,1000000,9.53,USA
Hawesko,46.57,1000000,43.90,Germany
GlobalData,46.54,1000000,16.48,UK
IndiaMART,46.4,1000000,72.13,India
Guaranty Bancshares,46.38,1000000,27.79,USA
Softchoice,46.32,1000000,12.84,Canada
New India Assurance,46.31,1000000,1.50,India
Sierra Bancorp,46.23,1000000,18.32,USA
NuVasive,46.08,1000000,41.35,USA
Puravankara,46.06,1000000,1.14,India
Ramkrishna Forgings,45.98,1000000,5.17,India
EIH Limited,45.63,1000000,2.59,India
Allied Tecnologia,45.59,1000000,1.44,Brazil
Ferrum S.A. de Cerámica y Metalurgia,45.55,1000000,0.17,ar Argentina
Portillo's,45.42,1000000,20.76,USA
HomeTrust Bancshares,45.39,1000000,22.35,USA
First Bancorp,45.27,1000000,26.08,USA
Centerspace,45.24,1000000,62.68,USA
Spandana Sphoorty Financial,45.23,1000000,8.64,India
Avid Technology,45.14,1000000,24.17,USA
Montauk Renewables,45.03,1000000,7.04,USA
Volaris,45,1000000,14.71,Mexico
P10,44.96,1000000,11.49,USA
Digi International,44.96,1000000,38.00,USA
Restaurant Brands New Zealand,44.93,1000000,3.99,New Zealand
CDSL,44.85,1000000,12.63,India
Sasa Polyester,44.82,1000000,2.35,Turkey
Sport Lisboa e Benfica,44.79,1000000,4.07,Portugal
Tidewater,44.73,1000000,43.51,USA
National Energy Services Reunited,44.72,1000000,3.20,USA
Strauss Group,44.39,1000000,25.35,Israel
Weyco Group,44.23,1000000,28.78,USA
Northwest Pipe Company,44.13,1000000,30.79,USA
Makkah Construction & Development,43.97,1000000,19.53,S. Arabia
Tata Teleservices,43.84,1000000,0.95,India
CapStar Financial,43.68,1000000,13.94,USA
Siyaram Silk Mills,43.65,1000000,6.74,India
Bank7,43.61,1000000,24.70,USA
Whirlpool India,43.61,1000000,17.91,India
American National Bank & Trust Company,43.51,1000000,30.70,USA
Shore Bancshares,43.48,1000000,12.86,USA
SIGA Technologies,43.46,1000000,5.80,USA
EZCorp,43.44,1000000,8.34,USA
VF Corporation,43.28,1000000,19.51,USA
YIT,43.27,1000000,2.39,Finland
Skyward Specialty Insurance Group,43.2,1000000,24.66,USA
Repco Home Finance,43.19,1000000,3.57,India
Sprott Inc,43.07,1000000,33.37,Canada
Ducommun,43.02,1000000,44.24,USA
Iamgold,42.9,1000000,2.91,Canada
Penseco Financial Services,42.87,1000000,43.55,USA
3R Petroleum,42.86,1000000,6.76,Brazil
Quess,42.75,1000000,5.21,India
Biglari,42.71,1000000,198.70,USA
Brandywine Realty Trust,42.66,1000000,4.53,USA
Digital Bros,42.56,1000000,20.33,Italy
Rayonier Advanced Materials,42.56,1000000,4.18,USA
Alta Equipment Group,42.4,1000000,16.10,USA
Shriram Pistons & Rings,42.38,1000000,19.75,India
I.g. Petrochemicals,42.17,1000000,6.22,India
Nordic American Tankers,42.13,1000000,3.79,Bermuda
Perrigo,42.1,1000000,34.40,Ireland
Regional Management,41.97,1000000,30.13,USA
Voltas,41.91,1000000,9.72,India
The Chefs' Warehouse,41.88,1000000,33.34,USA
SkyWest,41.7,1000000,38.69,USA
Argan,41.66,1000000,39.77,USA
Delta Corp,41.66,1000000,3.03,India
Cass Information Systems,41.59,1000000,41.11,USA
NRC Health,41.52,1000000,45.20,USA
Alm. Brand,41.5,1000000,1.67,Denmark
Sterlite Technologies,41.46,1000000,1.88,India
Hindustan Copper,41.41,1000000,1.41,India
INEOS Styrolution,41.37,1000000,9.94,India
UNITED,40.97,1000000,5.96,Japan
VSE Corporation,40.89,1000000,55.37,USA
Happiest Minds Technologies,40.79,1000000,11.08,India
Aeroporto G. Marconi Bologna,40.78,1000000,9.20,Italy
Avantax,40.76,1000000,22.73,USA
Jagran Prakashan,40.74,1000000,1.00,India
Edelweiss Financial Services,40.67,1000000,0.63,India
Sohu.com,40.6,1000000,11.76,China
Martin Midstream Partners,40.57,1000000,2.25,USA
PubMatic,40.52,1000000,19.08,USA
Zydus Wellness,40.12,1000000,18.31,India
Power Mech Projects,40.08,1000000,39.91,India
Airports of Thailand,40.07,1000000,2.06,Thailand
Atlas Technical Consultants,40.04,1000000,12.25,USA
Telephone and Data Systems,40,1000000,7.53,USA
Hillman Solutions,39.89,1000000,9.02,USA
secunet,39.64,1000000,262.75,Germany
Caledonia Mining,39.63,1000000,13.55,Jersey
Velo3D,39.61,1000000,1.92,USA
Qt Group,39.6,1000000,94.13,Finland
Green Plains Partners,39.58,1000000,13.12,USA
Gulf Oil Lubricants,39.56,1000000,5.65,India
Team17,39.48,1000000,4.41,UK
IDFC,39.42,1000000,1.32,India
Vicor,39.36,1000000,54.88,USA
RE/MAX Holdings,39.18,1000000,18.38,USA
Community Financial Corporation,39.17,1000000,30.00,USA
Buenaventura Mining Company,39.08,1000000,7.51,Peru
Huuuge,39.05,1000000,6.64,USA
Miller Industries,39.02,1000000,36.28,USA
LoveSac,39.01,1000000,23.80,USA
The Cheesecake Factory,38.93,1000000,33.75,USA
Criteo,38.8,1000000,33.85,France
Southern States Bancshares,38.79,1000000,22.00,USA
Newtek,38.77,1000000,16.58,USA
Rhön-Klinikum,38.76,1000000,14.34,Germany
Phnom Penh Water Supply Authority,38.71,1000000,1.82,Cambodia
Akatsuki Inc,38.66,1000000,14.63,Japan
Farmers & Merchants Bancorp,38.47,1000000,22.67,USA
Progyny,38.41,1000000,38.94,USA
BayCom (United Business Bank),38.39,1000000,18.53,USA
Southern Petrochemical Industries Corp,38.32,1000000,0.82,India
Plumas Bancorp,38.3,1000000,37.20,USA
Silvercorp Metals,38.16,1000000,2.83,Canada
Alpha & Omega Semiconductor,38.04,1000000,29.33,USA
Radico Khaitan,37.7,1000000,14.64,India
Ranger Energy Services,37.7,1000000,10.60,USA
CSI Compressco,37.64,1000000,1.38,USA
C&F Financial Corporation,37.59,1000000,55.78,USA
Fever-Tree Drinks,37.57,1000000,16.83,UK
Certara,37.49,1000000,17.35,USA
Gannett,37.42,1000000,1.87,USA
SilverCrest Metals,37.36,1000000,6.03,Canada
Pollux Properti Indonesia,37.36,1000000,0.01000,Indonesia
Avient,37.3,1000000,40.15,USA
Synlait Milk,37.17,1000000,1.06,New Zealand
Parken Sport (F.C. Copenhagen),37.07,1000000,15.35,Denmark
AFC Gamma,36.95,1000000,13.06,USA
MainStreet Bancshares,36.9,1000000,23.25,USA
V-Guard Industries,36.89,1000000,3.11,India
Box,36.84,1000000,29.84,USA
Marksans Pharma,36.83,1000000,1.10,India
OTC Markets Group,36.82,1000000,55.25,USA
Gateway Distriparks,36.81,1000000,0.90,India
Veris Residential,36.77,1000000,17.04,USA
Soft-World International,36.75,1000000,3.30,Taiwan
FriendTimes,36.7,1000000,0.13,China
OPAL Fuels,36.69,1000000,6.95,USA
Greene County Bancorp,36.56,1000000,30.78,USA
BSE,36.49,1000000,6.98,India
Central Valley Community Bancorp,36.47,1000000,15.62,USA
VRL Logistics,36.39,1000000,8.81,India
New Oriental,36.34,1000000,42.30,China
Investar Holding,36.33,1000000,11.31,USA
Performance Shipping,36.3,1000000,0.72,Greece
Kaveri Seed,36.13,1000000,6.24,India
AerSale,36.12,1000000,14.99,USA
Core Laboratories,36.04,1000000,22.62,Netherlands
Enerpac Tool Group,36.04,1000000,27.42,USA
Praj Industries,36.01,1000000,4.76,India
American Vanguard,35.96,1000000,17.07,USA
Sheela Foam,35.92,1000000,14.49,India
Metrovacesa,35.84,1000000,7.99,Spain
The Tinplate Company Of India,35.79,1000000,4.15,India
Brookdale Senior Living,35.7,1000000,4.06,USA
Douglas Dynamics,35.66,1000000,30.46,USA
MSTC Limited,35.6,1000000,4.07,India
Greenlight Reinsurance,35.44,1000000,9.85,Cayman Islands
Northrim BanCorp,35.38,1000000,41.02,USA
Stagwell,35.31,1000000,7.59,USA
Giordano,35.26,1000000,0.28,Hong Kong
Badger Infrastructure Solutions,35.08,1000000,19.24,Canada
Kingsway Financial Services,34.95,1000000,8.74,Canada
Cera Sanitaryware,34.8,1000000,95.76,India
Entegris,34.8,1000000,106.51,USA
NextGen Healthcare,34.77,1000000,16.30,USA
Sunlight REIT,34.64,1000000,0.38,Hong Kong
BrightSpire Capital,34.59,1000000,6.70,USA
Western New England Bancorp,34.58,1000000,5.89,USA
Triterras,34.56,1000000,0.24,Singapore
STAAR Surgical,34.48,1000000,52.61,USA
Sotherly Hotels,34.48,1000000,2.01,USA
GoPro,34.45,1000000,4.20,USA
Bajaj Electricals,34.43,1000000,14.97,India
Entra,34.3,1000000,9.51,Norway
Safety Insurance,34.16,1000000,73.33,USA
Mishra Dhatu Nigam,33.94,1000000,3.21,India
Hangzhou Electronic Soul Network Technology,33.93,1000000,7.14,China
Atrion,33.9,1000000,546.12,USA
Timberland Bancorp,33.8,1000000,25.45,USA
LSI Industries,33.69,1000000,11.96,USA
UBM Development,33.59,1000000,31.75,Austria
Alamar Foods Company,33.28,1000000,34.52,S. Arabia
Maruzen,33.09,1000000,14.75,Japan
BEML,33.08,1000000,18.93,India
Dynamic Materials Corporation,32.99,1000000,15.87,USA
Pushpay Holdings,32.95,1000000,0.88,New Zealand
Whitestone REIT,32.95,1000000,9.82,USA
LiveChat Software,32.93,1000000,31.72,Poland
KFin Technologies,32.92,1000000,4.44,India
Indian Telephone Industries,32.87,1000000,1.32,India
Nathan's Famous,32.83,1000000,79.64,USA
Tredegar,32.77,1000000,6.00,USA
El Pollo Loco,32.72,1000000,9.93,USA
Lumentum,32.7,1000000,57.80,USA
PlayWay,32.61,1000000,98.84,Poland
Marvelous,32.6,1000000,4.78,Japan
TreeHouse Foods,32.6,1000000,52.26,USA
ECN Capital,32.58,1000000,2.22,Canada
Universal Health Realty Income Trust,32.38,1000000,48.47,USA
California BanCorp,32.37,1000000,15.02,USA
Chicago Atlantic Real Estate Finance,32.29,1000000,15.90,USA
Runway Growth Finance,32.25,1000000,11.98,USA
Scienjoy,32.09,1000000,3.58,China
Limoneira,31.96,1000000,15.58,USA
Vasta Platform,31.78,1000000,3.37,Brazil
CEAT,31.78,1000000,25.34,India
Lux Industries,31.73,1000000,18.44,India
Citizens & Northern Corp,31.63,1000000,21.01,USA
Aarti Drugs,31.63,1000000,5.67,India
Amber Enterprises India,31.61,1000000,25.96,India
Piramal Pharma,31.61,1000000,1.15,India
John Wiley & Sons,31.56,1000000,33.46,USA
First Guaranty Bancshares,31.35,1000000,12.67,USA
Southern First Bancshares,31.35,1000000,26.55,USA
Marimekko,31.33,1000000,10.34,Finland
GigaCloud Technology,31.16,1000000,8.08,China
Franklin Street Properties,31.12,1000000,1.42,USA
Imperial Petroleum,31.12,1000000,4.32,Greece
Zumiez,31.1,1000000,14.56,USA
Expro Group,31.09,1000000,16.74,USA
Rovio Entertainment,31.05,1000000,10.03,Finland
Eastman Kodak Company,31,1000000,5.04,USA
KSB ltd,30.97,1000000,26.23,India
Omega Flex,30.95,1000000,107.00,USA
Entravision Communications,30.91,1000000,4.34,USA
Evans Bancorp,30.89,1000000,25.25,USA
Reservoir Media,30.79,1000000,6.24,USA
Codorus Valley Bancorp,30.77,1000000,20.11,USA
ProPetro,30.66,1000000,7.87,USA
Karat Packaging,30.53,1000000,18.29,USA
Bassett Furniture,30.5,1000000,14.01,USA
Mirza International,30.49,1000000,0.63,India
Terveystalo,30.48,1000000,9.31,Finland
STRATEC,30.42,1000000,74.23,Germany
VIP Industries,30.29,1000000,7.84,India
Alfen,30.23,1000000,74.01,Netherlands
Silvercrest Asset Management Group,30.18,1000000,20.90,USA
Sihanoukville Autonomous Port,30.12,1000000,3.24,Cambodia
Sapporo,30.05,1000000,26.75,Japan
Turning Point Brands,30.04,1000000,22.68,USA
Farmland Partners,30.01,1000000,12.46,USA
AdTheorent,29.77,1000000,1.47,USA
Virginia National Bankshares,29.65,1000000,30.21,USA
GEOX,29.64,1000000,0.98,Italy
Latham Group,29.47,1000000,3.35,USA
Sligro Food,29.44,1000000,17.39,Netherlands
VA Tech Wabag,29.41,1000000,5.63,India
FIGS,29.34,1000000,8.26,USA
Seanergy Maritime,29.32,1000000,4.15,Greece
FDC India,29.22,1000000,3.77,India
Voltamp Transformers,29.2,1000000,50.09,India
Converge Technology Solutions,29.04,1000000,2.41,Canada
NAPCO Security Technologies,28.98,1000000,36.27,USA
Information Services Group,28.97,1000000,5.85,USA
Wharf Holdings,28.97,1000000,2.27,Hong Kong
Heidelbergcement India,28.97,1000000,2.14,India
Barnes Group,28.9,1000000,40.90,USA
Sify,28.84,1000000,1.41,India
VersaBank,28.82,1000000,7.85,Canada
Aviat Networks,28.79,1000000,32.73,USA
CompX International,28.76,1000000,22.80,USA
Construction Partners,28.75,1000000,32.88,USA
ChemoMetec,28.74,1000000,75.05,Denmark
Allied Motion Technologies,28.71,1000000,38.11,USA
Trisura Group,28.68,1000000,28.55,Canada
AMTD Digital,28.67,1000000,6.54,Hong Kong
FinWise Bancorp,28.6,1000000,9.00,USA
Suprajit Engineering,28.54,1000000,4.83,India
Bushiroad,28.48,1000000,6.47,Japan
GB Group (GBG),28.44,1000000,3.32,UK
Liontown Resources,28.44,1000000,2.17,Australia
Filatex India,28.41,1000000,0.49,India
Tidewater Renewables,28.37,1000000,6.04,Canada
Integral Ad Science,28.31,1000000,17.64,USA
Enovis,28.3,1000000,60.17,USA
Hyster-Yale Materials Handling,28.3,1000000,51.75,USA
Inmobiliaria Colonial,28.29,1000000,6.28,Spain
