Name,Earnings,Market Cap,Revenue,Share Price,Country
Janus International Group,180000000,1410000000,1010000000,9.62,USA
Fielmann,180000000,4660000000,1900000000,55.51,Germany
Gerresheimer,180000000,3790000000,1980000000,120.54,Germany
Viscofan,180000000,3100000000,1300000000,67.33,Spain
Excelerate Energy,180000000,2170000000,2090000000,20.05,USA
Syneos Health,180000000,4330000000,5410000000,41.8,USA
TravelCenters of America,180000000,1290000000,10780000000,86,USA
USA Compression Partners,180000000,1950000000,730000000,19.88,USA
Interfor,180000000,900000000,3040000000,17.59,Canada
Gujarat Mineral Development,180000000,630000000,450000000,1.97,India
National Instruments,180000000,7630000000,1700000000,57.5,USA
Arcadis,180000000,3870000000,3340000000,43.09,Netherlands
Autohome,180000000,3780000000,1010000000,30.68,China
SSR Mining,180000000,2980000000,1100000000,14.43,Canada
Boubyan Bank,180000000,8170000000,650000000,"2,062",eu Kuwait
National Storage,180000000,5020000000,820000000,35.51,USA
Alony Hetz,180000000,1570000000,500000000,8.74,Israel
NextEra Energy Partners,180000000,5540000000,1230000000,62.42,USA
Chindata,180000000,2670000000,670000000,7.29,China
Spectris,180000000,4940000000,1600000000,47.34,UK
WNS,180000000,3460000000,1220000000,71.63,India
Medifast,180000000,890000000,1520000000,82.33,USA
Archrock,180000000,1570000000,870000000,10.06,USA
National Beverage,180000000,4630000000,1170000000,49.61,USA
Gecina,180000000,8120000000,810000000,108.93,France
Forestar Group,180000000,1020000000,1200000000,20.64,USA
Hensoldt,180000000,3450000000,1790000000,32.93,Germany
Deluxe,180000000,740000000,2220000000,17.15,USA
dormakaba,180000000,1950000000,2880000000,468.55,Switzerland
ChipMOS Technologies,180000000,930000000,940000000,25.84,Taiwan
S&T Bancorp,180000000,1140000000,390000000,29.39,USA
Winpak,180000000,2090000000,1200000000,32.25,Canada
Hexcel,180000000,6080000000,1640000000,72.11,USA
Masimo,180000000,8520000000,2290000000,161.47,USA
Havells India,180000000,10330000000,2080000000,16.49,India
Northwest Bank,180000000,1470000000,540000000,11.59,USA
The Andersons,180000000,1510000000,17220000000,44.95,USA
Emerald Holding,180000000,260000000,340000000,4.16,USA
PI Industries,180000000,7230000000,790000000,47.65,India
PJT Partners,180000000,2830000000,970000000,71.76,USA
Getnet,180000000,1750000000,640000000,1.88,Brazil
GLP J-REIT,180000000,4910000000,350000000,"1,043",Japan
Greggs,170000000,3510000000,1830000000,34.24,UK
Lanxess,170000000,3100000000,8980000000,35.98,Germany
Tauron Polska,170000000,1070000000,8270000000,0.61,Poland
Preferred Bank,170000000,810000000,250000000,56.41,USA
STAG Industrial,170000000,6710000000,670000000,36.59,USA
Innovative Industrial,170000000,2090000000,280000000,74.67,USA
PRA Group,170000000,900000000,880000000,23.2,USA
Arko,170000000,950000000,9250000000,7.93,USA
Innospec,170000000,2510000000,2000000000,101.07,USA
Savencia Fromage & Dairy,170000000,890000000,6350000000,63.5,France
Godawari Power & Ispat,170000000,750000000,720000000,5.57,India
Sensient Technologies,170000000,3150000000,1450000000,74.59,USA
Adtalem Global Education,170000000,1690000000,1440000000,38.84,USA
Berli Jucker (BJC),170000000,4310000000,4290000000,1.08,Thailand
Frasers Logistics & Industrial Trust,170000000,3650000000,150000000,0.97,Singapore
DLF,170000000,14980000000,720000000,6.05,India
Renishaw,170000000,3840000000,810000000,52.77,UK
GasLog Partners,170000000,450000000,380000000,8.58,Greece
Ladder Capital,170000000,1350000000,330000000,10.68,USA
PROG Holdings,170000000,1540000000,2540000000,33.1,USA
Dine Brands Global,170000000,930000000,890000000,59.43,USA
QuidelOrtho,170000000,5830000000,3100000000,87.62,USA
Permata Bank,170000000,2300000000,740000000,0.06,Indonesia
Assured Guaranty,170000000,3230000000,630000000,54.57,Bermuda
Info Edge,170000000,6960000000,270000000,53.91,India
Ring Energy,170000000,350000000,360000000,1.81,USA
Lancaster Colony Corporation,170000000,5120000000,1820000000,186.04,USA
Life Healthcare Group,170000000,1650000000,1570000000,1.15,South Africa
IPG Photonics,170000000,6370000000,1400000000,134.75,USA
Park National Corp,170000000,1730000000,490000000,107.06,USA
Colgate-Palmolive India,170000000,5510000000,630000000,20.26,India
WiseTech Global,170000000,18280000000,430000000,55.11,Australia
Grupa Kety,170000000,1440000000,1280000000,150.23,Poland
Dätwyler,170000000,4030000000,1030000000,237.36,Switzerland
Cranswick,170000000,2270000000,2870000000,42.37,UK
Alkem Laboratories,170000000,4960000000,1420000000,41.49,India
Temenos,170000000,5820000000,950000000,80.98,Switzerland
PriceSmart,170000000,2320000000,4240000000,74.99,USA
First Busey,170000000,1140000000,460000000,20.78,USA
Allete,170000000,3460000000,1750000000,60.53,USA
Federal Signal,170000000,3780000000,1490000000,62.23,USA
Alamo Group,170000000,2210000000,1560000000,184.53,USA
Kimbell Royalty Partners,170000000,1420000000,270000000,15.05,USA
Subsea 7,170000000,3280000000,5180000000,10.94,Luxembourg
Live Oak Bank,170000000,1120000000,380000000,25.4,USA
Pilot Corporation,170000000,1260000000,840000000,32.15,Japan
Eagle Bancorp,170000000,710000000,340000000,23.31,USA
EnerSys,170000000,4270000000,2810000000,104.4,USA
Madras Rubber Factory,170000000,5170000000,2820000000,"1,219",India
Yellow Corporation,160000000,89930000,5140000000,1.73,USA
Tianjin FAW,160000000,2440000000,8060000000,0.4,China
Bank Islam Malaysia,160000000,1400000000,490000000,0.78,Malaysia
Pediatrix Medical Group,160000000,1160000000,1980000000,13.87,USA
Jumbo S.A.,160000000,3740000000,670000000,26.8,Greece
Dun & Bradstreet,160000000,5140000000,2220000000,11.71,USA
Rand Merchant Investment,160000000,2630000000,1290000000,1.69,South Africa
Hibbett Sports,160000000,480000000,1700000000,38.24,USA
Richelieu Hardware,160000000,1720000000,1380000000,30.97,Canada
Stepan Company,160000000,2160000000,2740000000,96.7,USA
ATS Automation,160000000,4500000000,1920000000,45.55,Canada
Ströer,160000000,2780000000,1740000000,49.46,Germany
Simply Good Foods,160000000,3680000000,1180000000,37.06,USA
CAE,160000000,6840000000,2970000000,21.53,Canada
EastGroup Properties,160000000,7750000000,500000000,174.64,USA
Rajesh Exports,160000000,2230000000,38850000000,7.57,India
SandRidge Energy,160000000,520000000,230000000,14.16,USA
Atlas Arteria,160000000,6270000000,79640000,4.32,Australia
Italtile,160000000,820000000,550000000,0.68,South Africa
NorthWest Healthcare Properties REIT,160000000,1420000000,340000000,5.85,Canada
Lion Corp,160000000,2820000000,2890000000,9.94,Japan
Stride (K12 Education),160000000,1710000000,1800000000,39.8,USA
Allcargo Logistics,160000000,870000000,2620000000,3.56,India
Shoals Technologies,160000000,4200000000,360000000,24.74,USA
Manhattan Associates,160000000,11890000000,800000000,191.81,USA
Planet Fitness,160000000,6300000000,970000000,70.66,USA
Softcat,160000000,3740000000,1310000000,18.76,UK
TODA corp,160000000,1760000000,3970000000,5.73,Japan
Lechwerke,160000000,3760000000,1830000000,106.2,Germany
Bausch + Lomb,160000000,6870000000,3810000000,19.6,Canada
Carsales,160000000,6350000000,350000000,16.86,Australia
Ocwen,160000000,220000000,1030000000,29.44,USA
Mitsui High-tec,160000000,2380000000,1290000000,65.14,Japan
Silergy,160000000,4420000000,680000000,11.57,China
MaxLinear,160000000,2450000000,1100000000,30.64,USA
Newmark,160000000,1510000000,2540000000,6.32,USA
First Commonwealth Financial Corp,160000000,1420000000,430000000,13.89,USA
CBIZ,160000000,2680000000,1470000000,53.67,USA
Hudbay Minerals,160000000,1350000000,1460000000,5.18,Canada
Headwater Exploration,160000000,1140000000,350000000,4.86,Canada
Keppel REIT,160000000,2550000000,110000000,0.68,Singapore
ConnectOne Bancorp,160000000,660000000,310000000,17.07,USA
Algonquin Power & Utilities,160000000,5910000000,2800000000,8.41,Canada
Aimco,160000000,1220000000,180000000,8.27,USA
1st Source,160000000,1110000000,360000000,45.26,USA
Karur Vysya Bank,160000000,1240000000,510000000,1.56,India
First Bancorp,160000000,1390000000,400000000,34.04,USA
Electrica,160000000,600000000,2130000000,6.95,Romania
Central Puerto,160000000,2250000000,720000000,7.27,ar Argentina
Equitrans Midstream,160000000,4080000000,1390000000,9.42,USA
Biocon,160000000,3580000000,1370000000,2.99,India
Compass Diversified Holdings,160000000,1540000000,2250000000,21.44,USA
Full Truck Alliance,160000000,7360000000,1020000000,6.88,China
Budimex,160000000,2200000000,1980000000,86.42,Poland
FB Financial,160000000,1370000000,520000000,29.29,USA
Senseonics Holdings,160000000,380000000,16380000,0.8,USA
Bangkok Expressway and Metro (BEM),160000000,3690000000,420000000,0.24,Thailand
MGE Energy,160000000,2850000000,720000000,78.97,USA
Welltower,160000000,39960000000,6020000000,80.41,USA
Indian Railway Catering & Tourism,160000000,6490000000,400000000,8.12,India
Kinross Gold,160000000,6010000000,3680000000,4.88,Canada
PGT Innovations,150000000,1630000000,1490000000,27.8,USA
Suburban Propane Partners,150000000,940000000,1460000000,14.89,USA
Xenia Hotels & Resorts,150000000,1400000000,1050000000,12.3,USA
BELIMO Holding,150000000,6220000000,910000000,506.37,Switzerland
Designer Brands,150000000,600000000,3310000000,9.13,USA
Primoris Services Corporation,150000000,1570000000,4420000000,29.51,USA
Freenet,150000000,3020000000,2670000000,25.33,Germany
SES S.A.,150000000,3410000000,2040000000,5.37,Luxembourg
Mullen Group,150000000,1050000000,1520000000,11.57,Canada
MRC Global,150000000,830000000,3500000000,9.94,USA
Abbott India,150000000,5900000000,650000000,277.2,India
John Bean Technologies,150000000,3790000000,2220000000,119.42,USA
Silicon Motion,150000000,2330000000,820000000,69.99,Hong Kong
McGrath RentCorp,150000000,2310000000,750000000,94.64,USA
TeamViewer,150000000,2780000000,610000000,15.73,Germany
Persistent Systems,150000000,4650000000,1020000000,60.52,India
Everi Holdings,150000000,1310000000,780000000,14.75,USA
Hilltop Holdings,150000000,2040000000,1250000000,31.45,USA
United Spirits,150000000,7870000000,1300000000,11.1,India
Contact Energy,150000000,3830000000,1470000000,4.88,New Zealand
Delek Logistics Partners,150000000,2480000000,1070000000,56.96,USA
Steris,150000000,21070000000,4950000000,213.61,Ireland
NCC,150000000,850000000,5370000000,8.64,Sweden
Qube Holdings,150000000,3450000000,1690000000,1.95,Australia
Kadant,150000000,2610000000,900000000,223.75,USA
NLC India,150000000,1700000000,1760000000,1.2,India
Leslie's,150000000,1840000000,1550000000,10.04,USA
Haemonetics,150000000,4230000000,1160000000,83.86,USA
Kuwait Projects Company Holding,150000000,1920000000,820000000,423.45,eu Kuwait
Berger Paints,150000000,7980000000,1300000000,8.22,India
LXP Industrial Trust,150000000,3020000000,320000000,10.32,USA
Addtech AB,150000000,5960000000,1510000000,22.13,Sweden
ePlus,150000000,1490000000,2020000000,55.81,USA
MSA Safety,150000000,6350000000,1590000000,161.75,USA
AMAG Austria Metall,150000000,1340000000,1510000000,37.33,Austria
IIFL Wealth Management,150000000,2100000000,150000000,23.66,India
Charoen Pokphand Indonesia,150000000,5700000000,3770000000,0.35,Indonesia
Astra Agro Lestari,150000000,970000000,1310000000,0.51,Indonesia
TechnoPro Holdings,150000000,2560000000,1300000000,23.83,Japan
Tecan,150000000,5190000000,1230000000,406.72,Switzerland
Standex,150000000,1630000000,730000000,137.47,USA
Constellium,150000000,2400000000,8470000000,16.67,France
Weis Markets,150000000,1790000000,4730000000,66.77,USA
HDFC Life,150000000,15990000000,8580000000,7.44,India
Telesat,150000000,430000000,570000000,9.1,Canada
Bluegreen Vacations,150000000,560000000,830000000,34.16,USA
Pathward Financial,150000000,1290000000,530000000,48.3,USA
ACC,150000000,4250000000,2160000000,22.65,India
NOW Inc.,150000000,1060000000,2240000000,9.98,USA
Frontdoor,150000000,2540000000,1670000000,31.19,USA
Cameco,150000000,13770000000,1610000000,31.76,Canada
Consensus Cloud Solutions,150000000,620000000,370000000,31.69,USA
First National of Nebraska,150000000,1420000000,330000000,"12,550",USA
GATX,150000000,4410000000,1290000000,125,USA
Sharp Corporation,150000000,3550000000,19280000000,5.47,Japan
Pets at Home,150000000,2410000000,1730000000,4.86,UK
Veidekke,150000000,1410000000,3980000000,10.49,Norway
SciPlay,150000000,410000000,670000000,19.52,USA
West Coast Paper Mills,150000000,410000000,570000000,6.35,India
Amedisys,150000000,2970000000,2230000000,91.35,USA
Rumo,150000000,8430000000,1910000000,4.55,Brazil
EchoStar,150000000,1440000000,1930000000,17.2,USA
Glenmark Pharmaceuticals,150000000,2210000000,1560000000,7.84,India
Vaalco Energy,150000000,430000000,390000000,4.04,USA
Rotork,150000000,3570000000,770000000,4.15,UK
Odakyu Electric Railway,150000000,5090000000,2900000000,14.02,Japan
Vodafone Qatar,150000000,2100000000,840000000,0.5,eu Qatar
SJW Group,150000000,2250000000,630000000,71.87,USA
Tomra,150000000,5050000000,1270000000,17.09,Norway
Norwegian Air Shuttle,150000000,1100000000,1890000000,1.15,Norway
RBL Bank,150000000,1260000000,900000000,2.12,India
LexinFintech Holdings,140000000,390000000,1440000000,2.45,China
AVI Limited,140000000,1250000000,850000000,3.8,South Africa
ABB India,140000000,11210000000,1100000000,52.93,India
Korian,140000000,880000000,4700000000,8.38,France
Merida Industry,140000000,1970000000,1200000000,6.59,Taiwan
Atlanticus,140000000,560000000,290000000,38.8,USA
Hudson Pacific Properties,140000000,1370000000,1030000000,4.85,USA
Exide Industries,140000000,2230000000,1850000000,2.62,India
ShockWave Medical,140000000,10780000000,550000000,294.37,USA
Sun Corp,140000000,280000000,340000000,13.03,Japan
City Union Bank,140000000,1120000000,370000000,1.52,India
Zoom,140000000,20840000000,4420000000,70.06,USA
Türkiye Kalkınma,140000000,1230000000,210000000,0.5,Turkey
Lakeland Bancorp,140000000,950000000,340000000,14.73,USA
Kindred Group,140000000,2420000000,1290000000,11.28,Malta
goeasy,140000000,1360000000,770000000,82.52,Canada
Nova Measuring Instruments,140000000,3240000000,560000000,112.99,Israel
Palfinger,140000000,1090000000,2040000000,31.48,Austria
GN Store Nord,140000000,3720000000,2670000000,25.61,Denmark
Ethan Allen,140000000,690000000,830000000,27.55,USA
Stock Yards Bancorp,140000000,1400000000,330000000,48.01,USA
MACOM,140000000,4310000000,690000000,60.9,USA
Vector Limited,140000000,2500000000,780000000,2.5,New Zealand
Perfect World Entertainment,140000000,5170000000,1080000000,2.67,China
Shoe Carnival,140000000,600000000,1260000000,22,USA
BrightSphere Investment Group,140000000,920000000,390000000,22.21,USA
Schaeffler India,140000000,6200000000,860000000,38.87,India
Golden Entertainment,140000000,1220000000,1120000000,42.62,USA
Hayward,140000000,2430000000,1110000000,11.43,USA
DHT Holdings,140000000,1420000000,510000000,8.74,Bermuda
Perficient,140000000,2740000000,910000000,78.67,USA
Gogo Inflight Internet,140000000,2130000000,400000000,16.64,USA
Hansol Chemical,140000000,1980000000,650000000,179.85,S. Korea
Aaon,140000000,5190000000,970000000,95.8,USA
Endava,140000000,3070000000,930000000,53.97,UK
Fresh Del Monte Produce,140000000,1290000000,4430000000,26.88,Cayman Islands
BGC Partners,140000000,1870000000,1820000000,4.8,USA
Diploma plc,140000000,5340000000,1130000000,39.86,UK
Forbo Holding,140000000,2150000000,1390000000,"1,524",Switzerland
Albany International,140000000,2810000000,1050000000,90.25,USA
Jindal Poly Films,140000000,360000000,700000000,8.38,India
Deepak Nitrite,140000000,3600000000,980000000,26.4,India
Rayonier,140000000,4630000000,860000000,30.78,USA
Ashmore Group,140000000,2000000000,300000000,2.76,UK
Dorman Products,140000000,2620000000,1790000000,83.55,USA
Chesapeake Utilities,140000000,2250000000,670000000,126.65,USA
Stewart Information Services,140000000,1170000000,2740000000,43.23,USA
Hanmi Financial,140000000,490000000,270000000,16.19,USA
Air Canada,140000000,6340000000,14050000000,17.7,Canada
Balchem,140000000,4400000000,940000000,136.64,USA
Public Power Corporation,140000000,4250000000,6340000000,11.15,Greece
Fiskars,140000000,1380000000,1310000000,17.08,Finland
Titan Machinery,140000000,620000000,2200000000,27.51,USA
Uponor,140000000,2260000000,1420000000,31.05,Finland
Nongshim,140000000,1990000000,2460000000,344.74,S. Korea
PIERER Mobility,140000000,2820000000,1480000000,80.36,Austria
MSG Sports,140000000,4300000000,930000000,180.09,USA
Global Unichip Corp.,140000000,7210000000,780000000,53.87,Taiwan
ACI Worldwide,140000000,2480000000,1380000000,22.91,USA
Independence Realty Trust,140000000,4260000000,630000000,18.51,USA
Asahi Intecc,140000000,5560000000,660000000,20.48,Japan
Canfor,140000000,1940000000,4940000000,16.12,Canada
momo.com Inc.,140000000,4770000000,3370000000,21.87,Taiwan
Afya,140000000,1240000000,450000000,13.25,Brazil
PORR,130000000,570000000,6070000000,14.98,Austria
Koza Gold,130000000,3000000000,320000000,0.94,Turkey
Target Hospitality,130000000,1430000000,500000000,14.12,USA
World Fuel Services,130000000,1500000000,59140000000,24.26,USA
National Health Investors,130000000,2340000000,280000000,54.09,USA
Ardmore Shipping,130000000,520000000,440000000,12.66,Bermuda
Covenant Logistics,130000000,510000000,1190000000,39.85,USA
Bharat Forge,130000000,4760000000,1580000000,10.23,India
