Name,Revenue,Multiplicative,Share Price,Country
NextGen Healthcare,0.62,1000000000,16.30,USA
CyberArk,0.62,1000000000,149.52,Israel
Genscript Biotech,0.62,1000000000,2.52,China
Hope Bancorp,0.62,1000000000,8.88,USA
Sabra Health Care REIT,0.62,1000000000,11.90,USA
Grupo Aeroportuario Centro Norte,0.62,1000000000,89.26,Mexico
Zeta Global,0.62,1000000000,9.05,USA
Progress Software,0.62,1000000000,58.50,USA
CMGE Technology Group,0.62,1000000000,0.28,China
Rush Street Interactive,0.61,1000000000,3.12,USA
Sprinklr,0.61,1000000000,14.58,USA
Warby Parker,0.61,1000000000,11.69,USA
Simona,0.61,1000000000,97.44,Germany
Hims & Hers Health,0.61,1000000000,8.65,USA
J.Jill,0.61,1000000000,20.32,USA
Lynas,0.61,1000000000,5.06,Australia
DigitalOcean,0.61,1000000000,43.74,USA
G8 Education,0.61,1000000000,0.70,Australia
SimCorp,0.61,1000000000,106.19,Denmark
Great Lakes Dredge & Dock Corp.,0.61,1000000000,7.48,USA
Customers Bancorp,0.61,1000000000,29.40,USA
a.k.a. Brands,0.61,1000000000,0.47,USA
Royal Gold,0.61,1000000000,117.61,USA
Perella Weinberg Partners,0.61,1000000000,8.50,USA
TeamViewer,0.61,1000000000,15.73,Germany
American Vanguard,0.60,1000000000,17.07,USA
Steadfast Group,0.60,1000000000,4.09,Australia
CAVA Group,0.60,1000000000,38.15,USA
Portillo's,0.60,1000000000,20.76,USA
Finolex Industries,0.60,1000000000,2.13,India
Independent Bank Group,0.60,1000000000,38.80,USA
SmartCentres REIT,0.60,1000000000,18.76,Canada
Argenx,0.60,1000000000,399.94,Netherlands
American Public Education,0.60,1000000000,4.08,USA
Gulf Bank,0.60,1000000000,859.93,eu Kuwait
JBG SMITH,0.60,1000000000,15.35,USA
WesBanco,0.60,1000000000,26.55,USA
Atlas Technical Consultants,0.60,1000000000,12.25,USA
Gamma Communications,0.60,1000000000,15.13,UK
Cogent Communications,0.60,1000000000,65.47,USA
Freedom Holding,0.60,1000000000,81.92,eu Kazakhstan
The RealReal,0.60,1000000000,1.60,USA
Van Lanschot Kempen,0.60,1000000000,30.33,Netherlands
CTP N.V.,0.60,1000000000,13.90,Netherlands
Zensar,0.60,1000000000,4.82,India
Chorus,0.60,1000000000,5.34,New Zealand
Vivid Seats,0.60,1000000000,7.53,USA
Dexus,0.59,1000000000,5.50,Australia
Banco de Brasília,0.59,1000000000,3.53,Brazil
Groupon,0.59,1000000000,4.93,USA
Bytes Technology,0.59,1000000000,6.92,UK
Page Industries,0.59,1000000000,470.74,India
Azenta,0.59,1000000000,46.02,USA
QuinStreet,0.59,1000000000,8.41,USA
Universal Display Corporation,0.59,1000000000,143.37,USA
Powell Industries,0.59,1000000000,56.69,USA
Tilray,0.59,1000000000,1.56,Canada
Douglas Dynamics,0.59,1000000000,30.46,USA
Braves Group,0.59,1000000000,39.73,USA
CRA International,0.59,1000000000,100.69,USA
BancFirst,0.59,1000000000,93.66,USA
MakeMyTrip,0.59,1000000000,26.72,India
Badger Meter,0.59,1000000000,149.50,USA
StarTek,0.59,1000000000,2.95,USA
Unitil Corporation,0.59,1000000000,53.56,USA
LiveRamp,0.58,1000000000,26.02,USA
Magnite,0.58,1000000000,13.75,USA
Estun Automation,0.58,1000000000,3.81,China
Technoprobe,0.58,1000000000,7.93,Italy
Inotiv,0.58,1000000000,5.29,USA
CTS Corporation,0.58,1000000000,44.36,USA
Enerpac Tool Group,0.58,1000000000,27.42,USA
North American Construction Group,0.58,1000000000,19.54,Canada
Phillips Edison & Company,0.58,1000000000,34.09,USA
Hooker Furniture,0.58,1000000000,17.92,USA
Singapore Land,0.58,1000000000,1.56,Singapore
Skillsoft,0.58,1000000000,1.34,USA
Bandwidth,0.57,1000000000,13.75,USA
NerdWallet,0.57,1000000000,10.67,USA
Gorman-Rupp,0.57,1000000000,28.45,USA
e.l.f. Cosmetics,0.57,1000000000,104.08,USA
"Sturm, Ruger & Co",0.57,1000000000,51.67,USA
Altair Engineering,0.57,1000000000,74.44,USA
Telesat,0.57,1000000000,9.10,Canada
Betterware de Mexico,0.57,1000000000,13.00,Mexico
International Money Express,0.57,1000000000,24.63,USA
Ramaco Resources,0.57,1000000000,9.01,USA
Bavarian Nordic,0.57,1000000000,31.27,Denmark
West Coast Paper Mills,0.57,1000000000,6.35,India
Ionis Pharmaceuticals,0.57,1000000000,41.02,USA
Spirent,0.57,1000000000,2.32,UK
Purple Innovation,0.57,1000000000,2.84,USA
Bachem,0.57,1000000000,97.64,Switzerland
Power Integrations,0.57,1000000000,90.58,USA
MMTC,0.57,1000000000,0.39,India
Kenon Holdings,0.57,1000000000,26.12,Singapore
TomTom,0.57,1000000000,7.68,Netherlands
Galapagos NV,0.57,1000000000,42.40,Belgium
monday.com,0.57,1000000000,178.81,Israel
Bank of N. T. Butterfield & Son,0.57,1000000000,27.99,Bermuda
Dundee Precious Metals,0.57,1000000000,6.84,Canada
Holly Energy Partners,0.57,1000000000,18.34,USA
CVB Financial,0.57,1000000000,14.80,USA
Metrovacesa,0.57,1000000000,7.99,Spain
Piedmont Office Realty Trust,0.56,1000000000,7.10,USA
U.S. Physical Therapy,0.56,1000000000,115.07,USA
Taro Pharmaceutical,0.56,1000000000,40.64,Israel
Tetra Technologies,0.56,1000000000,2.86,USA
Nova Measuring Instruments,0.56,1000000000,112.99,Israel
Altus Group,0.56,1000000000,35.64,Canada
Magic Software,0.56,1000000000,14.06,Israel
Cardinal Energy,0.56,1000000000,5.17,Canada
Carborundum Universal,0.56,1000000000,15.03,India
World Acceptance Corporation,0.56,1000000000,126.20,USA
Q2,0.56,1000000000,29.79,USA
Gree,0.56,1000000000,4.71,Japan
trivago,0.56,1000000000,1.14,Germany
First Industrial Realty Trust,0.56,1000000000,52.86,USA
Galaxy Surfactants,0.56,1000000000,35.16,India
CBL Properties,0.56,1000000000,23.78,USA
OPC Energy,0.56,1000000000,7.46,Israel
Voxx International,0.56,1000000000,11.65,USA
Max Healthcare Institute,0.56,1000000000,7.25,India
Deutsche Pfandbriefbank,0.56,1000000000,7.39,Germany
Haynes International,0.55,1000000000,51.55,USA
Gujarat Alkalies and Chemicals,0.55,1000000000,8.34,India
Rocky Brands,0.55,1000000000,20.76,USA
InterDigital,0.55,1000000000,91.62,USA
National Western Life,0.55,1000000000,382.11,USA
Workiva,0.55,1000000000,101.81,USA
ShockWave Medical,0.55,1000000000,294.37,USA
RLX Technology,0.55,1000000000,1.94,China
Enterprise Financial Services Corp,0.55,1000000000,42.11,USA
Italtile,0.55,1000000000,0.68,South Africa
Vaisala,0.55,1000000000,45.93,Finland
Nomura Real Estate Master Fund,0.55,1000000000,"1,147",Japan
Coursera,0.55,1000000000,13.06,USA
Cembra Money Bank,0.55,1000000000,79.68,Switzerland
SITE Centers,0.55,1000000000,13.36,USA
Northwest Bank,0.54,1000000000,11.59,USA
Finolex Cables,0.54,1000000000,10.65,India
Yatsen Holding,0.54,1000000000,1.00,China
Cathay Real Estate Development,0.54,1000000000,0.53,Taiwan
Badger Infrastructure Solutions,0.54,1000000000,19.24,Canada
Force Motors,0.54,1000000000,26.98,India
Kennedy Wilson,0.54,1000000000,16.87,USA
GPT Group,0.54,1000000000,2.83,Australia
Asana,0.54,1000000000,25.01,USA
IDP Education,0.54,1000000000,16.72,Australia
Destination XL,0.54,1000000000,5.01,USA
Biotest,0.54,1000000000,46.42,Germany
Wheels India,0.54,1000000000,7.87,India
Filatex India,0.54,1000000000,0.49,India
Montrose Environmental,0.54,1000000000,41.99,USA
American States Water,0.54,1000000000,87.67,USA
CapitaLand Mall Trust,0.54,1000000000,1.50,Singapore
GoHealth,0.54,1000000000,19.78,USA
Indorama Synthetics,0.54,1000000000,0.58,India
Freightways,0.54,1000000000,6.13,New Zealand
Allreal Holding,0.54,1000000000,173.51,Switzerland
EVO Payments,0.54,1000000000,33.99,USA
BlackLine,0.54,1000000000,53.48,USA
Office Properties Income Trust,0.53,1000000000,8.22,USA
Neoen,0.53,1000000000,31.99,France
Cohen & Steers,0.53,1000000000,61.06,USA
Kajaria Ceramics,0.53,1000000000,15.75,India
Adani Total Gas,0.53,1000000000,8.19,India
Jeju Air,0.53,1000000000,11.52,S. Korea
Whole Earth Brands,0.53,1000000000,3.07,USA
The Original BARK Company,0.53,1000000000,1.40,USA
3D Systems,0.53,1000000000,9.44,USA
Despegar,0.53,1000000000,7.01,ar Argentina
Formosa Sumco Technology,0.53,1000000000,5.44,Taiwan
10x Genomics,0.53,1000000000,58.11,USA
Tikehau Capital,0.53,1000000000,25.73,France
Kossan Rubber Industries,0.53,1000000000,0.30,Malaysia
Astronics Corporation,0.53,1000000000,17.88,USA
Sundial Growers,0.53,1000000000,1.40,Canada
Allied Motion Technologies,0.53,1000000000,38.11,USA
NMI Holdings,0.53,1000000000,25.34,USA
Chartwell Retirement Residences,0.53,1000000000,6.97,Canada
St. Galler Kantonalbank,0.53,1000000000,546.55,Switzerland
Copenhagen Airport,0.53,1000000000,892.99,Denmark
Pathward Financial,0.53,1000000000,48.30,USA
Zhihu,0.53,1000000000,1.14,China
Physicians Realty Trust,0.53,1000000000,14.46,USA
Mesa Air,0.53,1000000000,2.57,USA
Kingnet Network,0.53,1000000000,2.43,China
NeoGenomics,0.52,1000000000,16.72,USA
China Automotive Systems,0.52,1000000000,4.84,China
SKF India,0.52,1000000000,58.33,India
Paymentus,0.52,1000000000,10.53,USA
Bank Mega,0.52,1000000000,0.33,Indonesia
IIFL Finance,0.52,1000000000,6.26,India
Forrester Research,0.52,1000000000,29.79,USA
Maytronics,0.52,1000000000,13.78,Israel
Exponent,0.52,1000000000,101.02,USA
Collegium Pharmaceutical,0.52,1000000000,22.96,USA
Games Workshop Group,0.52,1000000000,136.46,UK
FB Financial,0.52,1000000000,29.29,USA
British Land,0.52,1000000000,4.38,UK
Mapletree Logistics Trust,0.52,1000000000,1.29,Singapore
Paycor,0.52,1000000000,23.35,USA
Solo Brands,0.52,1000000000,5.03,USA
MBM Resources,0.52,1000000000,0.76,Malaysia
Novocure,0.52,1000000000,44.21,Jersey
Modern Times Group (MTG),0.52,1000000000,5.97,Sweden
Provident Financial Services,0.52,1000000000,17.94,USA
Freshworks,0.52,1000000000,16.72,USA
ACADIA Pharmaceuticals,0.52,1000000000,24.07,USA
IBEX,0.52,1000000000,21.48,USA
First Capital REIT,0.52,1000000000,11.39,Canada
Armada Hoffler Properties,0.51,1000000000,12.25,USA
Time Technoplast,0.51,1000000000,1.42,India
CI&T,0.51,1000000000,6.19,Brazil
Amphastar Pharmaceuticals,0.51,1000000000,55.03,USA
NBT Bancorp,0.51,1000000000,34.03,USA
Karur Vysya Bank,0.51,1000000000,1.56,India
Harmonic Drive Systems,0.51,1000000000,33.71,Japan
Hamilton Lane,0.51,1000000000,77.87,USA
Ruth's Hospitality Group,0.51,1000000000,21.49,USA
MONETA Money Bank,0.51,1000000000,3.69,Czech Republic
Invitae,0.51,1000000000,1.24,USA
FIGS,0.51,1000000000,8.26,USA
Smith & Wesson,0.51,1000000000,11.93,USA
LivePerson,0.51,1000000000,3.66,USA
First Financial Bankshares,0.51,1000000000,30.02,USA
Comtech Telecommunications,0.51,1000000000,8.41,USA
Japan Real Estate Investment,0.51,1000000000,"3,842",Japan
SJM Holdings,0.51,1000000000,0.45,Hong Kong
Edelweiss Financial Services,0.51,1000000000,0.63,India
IFB Industries,0.51,1000000000,9.89,India
WIN Semiconductors,0.51,1000000000,5.86,Taiwan
Columbia Care,0.51,1000000000,0.48,USA
Grand City Properties,0.51,1000000000,8.45,Luxembourg
Berner Kantonalbank,0.51,1000000000,260.37,Switzerland
DHT Holdings,0.51,1000000000,8.74,Bermuda
BEML,0.50,1000000000,18.93,India
Noodles & Company,0.50,1000000000,3.35,USA
Vertex,0.50,1000000000,20.55,USA
WD-40 Company,0.50,1000000000,201.11,USA
EastGroup Properties,0.50,1000000000,174.64,USA
Hinduja Global Solutions,0.50,1000000000,13.20,India
Brandywine Realty Trust,0.50,1000000000,4.53,USA
Alony Hetz,0.50,1000000000,8.74,Israel
Qualys,0.50,1000000000,131.01,USA
ServisFirst Bancshares,0.50,1000000000,45.25,USA
BTS Group,0.50,1000000000,0.22,Thailand
V-Guard Industries,0.50,1000000000,3.11,India
Koei Tecmo,0.50,1000000000,17.30,Japan
Core Laboratories,0.50,1000000000,22.62,Netherlands
Jamf,0.50,1000000000,19.43,USA
AppFolio,0.50,1000000000,173.24,USA
Target Hospitality,0.50,1000000000,14.12,USA
MicroStrategy,0.50,1000000000,293.39,USA
Polished.com,0.50,1000000000,0.49,USA
LSI Industries,0.50,1000000000,11.96,USA
ZhongAn Insurance,0.50,1000000000,2.94,China
Vera Bradley,0.49,1000000000,6.06,USA
Covivio Hotels,0.49,1000000000,19.10,France
Xperi,0.49,1000000000,12.86,USA
Kirkland's,0.49,1000000000,2.96,USA
"NN, Inc.",0.49,1000000000,2.12,USA
L.B. Foster,0.49,1000000000,13.38,USA
Lindblad Expeditions,0.49,1000000000,10.54,USA
Andlauer Healthcare Group,0.49,1000000000,33.66,Canada
HCI Group,0.49,1000000000,57.72,USA
Farmer Brothers,0.49,1000000000,2.73,USA
Genco Shipping & Trading,0.49,1000000000,14.36,USA
CGN Mining Company,0.49,1000000000,0.12,Hong Kong
Seacoast Banking,0.49,1000000000,22.84,USA
Ratnamani Metals & Tubes,0.49,1000000000,28.42,India
Sweetgreen,0.49,1000000000,10.30,USA
Bank Islam Malaysia,0.49,1000000000,0.78,Malaysia
Hallador Energy Company,0.49,1000000000,8.26,USA
Instructure Holdings,0.49,1000000000,24.80,USA
Arlo Technologies,0.49,1000000000,9.38,USA
Park National Corp,0.49,1000000000,107.06,USA
Protolabs,0.49,1000000000,34.65,USA
GigaCloud Technology,0.49,1000000000,8.08,China
Appian,0.48,1000000000,52.57,USA
Sandy Spring Bank,0.48,1000000000,24.88,USA
Melisron,0.48,1000000000,71.98,Israel
AeroVironment,0.48,1000000000,93.88,USA
Monarch Casino & Resort,0.48,1000000000,70.20,USA
Redefine Properties,0.48,1000000000,0.18,South Africa
Descartes Systems,0.48,1000000000,78.53,Canada
The Pennant Group,0.48,1000000000,12.78,USA
Grendene,0.48,1000000000,1.54,Brazil
Varonis,0.48,1000000000,26.48,USA
Asahi India Glass,0.48,1000000000,5.97,India
Arendals Fossekompani,0.48,1000000000,18.31,Norway
Encavis,0.48,1000000000,17.49,Germany
Urban One,0.48,1000000000,5.92,USA
Momentive Global,0.48,1000000000,9.45,USA
Guardant Health,0.48,1000000000,37.09,USA
TDCX,0.48,1000000000,8.65,Singapore
Sapiens,0.48,1000000000,27.42,Israel
3M India,0.48,1000000000,340.90,India
Punjab & Sind Bank,0.48,1000000000,0.38,India
Karnataka Bank,0.48,1000000000,1.88,India
Telia Lietuva,0.47,1000000000,2.04,eu Lithuania
CLEAR Secure,0.47,1000000000,24.20,USA
Viomi Technology,0.47,1000000000,0.93,China
DoubleVerify,0.47,1000000000,37.19,USA
ContextLogic (wish.com),0.47,1000000000,8.12,USA
Triumph Financial,0.47,1000000000,60.51,USA
Azerion Group,0.47,1000000000,3.00,Netherlands
Overseas Shipholding Group,0.47,1000000000,3.85,USA
HashiCorp,0.47,1000000000,28.56,USA
DoubleUGames,0.47,1000000000,33.33,S. Korea
CPI Card Group,0.47,1000000000,25.33,USA
Bassett Furniture,0.47,1000000000,14.01,USA
Cue Health,0.47,1000000000,0.46,USA
Agree Realty,0.47,1000000000,65.84,USA
Aixtron,0.47,1000000000,33.14,Germany
El Pollo Loco,0.47,1000000000,9.93,USA
InMode,0.47,1000000000,36.99,Israel
Brim hf.,0.47,1000000000,0.58,Iceland
flatexDEGIRO AG,0.47,1000000000,9.41,Germany
The Tinplate Company Of India,0.47,1000000000,4.15,India
Potbelly Corporation,0.47,1000000000,8.10,USA
Harmony Biosciences,0.47,1000000000,36.27,USA
SPS Commerce,0.47,1000000000,184.70,USA
Ascential,0.47,1000000000,3.16,UK
PrairieSky Royalty,0.47,1000000000,17.98,Canada
Denny's,0.47,1000000000,11.90,USA
SmileDirectClub,0.47,1000000000,0.48,USA
Regional Management,0.47,1000000000,30.13,USA
Greenlight Reinsurance,0.47,1000000000,9.85,Cayman Islands
Rambus,0.46,1000000000,60.38,USA
dLocal,0.46,1000000000,12.82,Uruguay
ChargePoint,0.46,1000000000,8.88,USA
Build-A-Bear,0.46,1000000000,20.27,USA
Merlin Properties,0.46,1000000000,8.76,Spain
Inspire Medical Systems,0.46,1000000000,311.40,USA
Ayr Wellness,0.46,1000000000,0.88,USA
Sun TV Network,0.46,1000000000,5.43,India
NIU,0.46,1000000000,4.29,China
Kainos Group,0.46,1000000000,18.10,UK
Transport Corporation of India,0.46,1000000000,8.79,India
Secureworks,0.46,1000000000,7.29,USA
Townsquare Media,0.46,1000000000,11.15,USA
Westports,0.46,1000000000,0.80,Malaysia
First Busey,0.46,1000000000,20.78,USA
Sonder Holdings,0.46,1000000000,0.61,USA
Orthofix Medical,0.46,1000000000,19.68,USA
Grindrod Shipping,0.46,1000000000,8.53,Singapore
Naked Wines,0.46,1000000000,1.44,UK
Delta Apparel,0.46,1000000000,11.21,USA
JBM Auto,0.45,1000000000,11.99,India
Brunello Cucinelli,0.45,1000000000,93.50,Italy
Commercial Bank of Kuwait,0.45,1000000000,"1,629",eu Kuwait
Cadre,0.45,1000000000,20.90,USA
Faes Farma,0.45,1000000000,3.59,Spain
MP Materials,0.45,1000000000,22.77,USA
KAP AG,0.45,1000000000,19.16,Germany
United Insurance Holdings,0.45,1000000000,4.55,USA
Gujarat Mineral Development,0.45,1000000000,1.97,India
Argan,0.45,1000000000,39.77,USA
Merchants Bancorp,0.45,1000000000,27.62,USA
Knr Constructions,0.45,1000000000,2.94,India
Mandarin Oriental,0.45,1000000000,1.70,Hong Kong
Sitio Royalties,0.45,1000000000,26.72,USA
Mapletree Industrial Trust,0.45,1000000000,1.68,Singapore
Blue Apron Holdings,0.45,1000000000,6.00,USA
Prakash Industries,0.45,1000000000,0.81,India
Jin Air,0.45,1000000000,13.01,S. Korea
Veritex Holdings,0.45,1000000000,20.00,USA
u-blox,0.45,1000000000,131.31,Switzerland
Afya,0.45,1000000000,13.25,Brazil
Organogenesis,0.45,1000000000,3.76,USA
Ace Hardware Indonesia,0.45,1000000000,0.04000,Indonesia
Scout24,0.45,1000000000,64.88,Germany
Global-e,0.45,1000000000,38.09,Israel
Piramal Pharma,0.44,1000000000,1.15,India
Shankara Building,0.44,1000000000,9.02,India
TESSCO Technologies,0.44,1000000000,8.95,USA
Mallplaza,0.44,1000000000,1.43,Chile
Procter & Gamble India,0.44,1000000000,170.23,India
Fastly,0.44,1000000000,17.19,USA
QuantaSing Group,0.44,1000000000,9.09,China
Northwest Pipe Company,0.44,1000000000,30.79,USA
CenturyPly,0.44,1000000000,7.65,India
Nordic Paper,0.44,1000000000,2.93,Sweden
Hyderabad Industries Limited,0.44,1000000000,38.48,India
Grosvenor Capital Management,0.44,1000000000,7.10,USA
The Necessity Retail REIT,0.44,1000000000,7.04,USA
Gland Pharma,0.44,1000000000,12.32,India
Ardmore Shipping,0.44,1000000000,12.66,Bermuda
Hongkong and Shanghai Hotels,0.44,1000000000,0.90,Hong Kong
Borr Drilling,0.44,1000000000,6.89,Bermuda
Hysan Development,0.44,1000000000,2.58,Hong Kong
GAG Immobilien,0.44,1000000000,66.24,Germany
Tanger Factory Outlet Centers,0.44,1000000000,21.51,USA
Sharecare,0.44,1000000000,1.69,USA
Kojamo,0.44,1000000000,10.56,Finland
Strides Pharma,0.44,1000000000,4.91,India
The Vita Coco Company,0.44,1000000000,28.84,USA
Willdan Group,0.43,1000000000,18.30,USA
Everbridge,0.43,1000000000,27.01,USA
Lulu's Fashion Lounge,0.43,1000000000,2.35,USA
NewAge,0.43,1000000000,0.000001000,USA
Accuray,0.43,1000000000,3.87,USA
Immofinanz,0.43,1000000000,17.95,Austria
OceanFirst Financial,0.43,1000000000,16.54,USA
Nippon Prologis REIT,0.43,1000000000,"2,115",Japan
Abcam,0.43,1000000000,22.31,UK
SpareBank 1,0.43,1000000000,12.24,Norway
ACV Auctions,0.43,1000000000,17.72,USA
Berkshire Hills Bancorp,0.43,1000000000,22.55,USA
Olav Thon,0.43,1000000000,16.12,Norway
Doma,0.43,1000000000,0.26,USA
Buzzfeed,0.43,1000000000,0.64,USA
First Commonwealth Financial Corp,0.43,1000000000,13.89,USA
DocGo,0.43,1000000000,9.01,USA
Amadeus FiRe AG,0.43,1000000000,130.50,Germany
WiseTech Global,0.43,1000000000,55.11,Australia
Procaps Group,0.43,1000000000,4.26,Luxembourg
Chuy's,0.43,1000000000,40.08,USA
Giordano,0.43,1000000000,0.28,Hong Kong
Juventus Turin,0.43,1000000000,0.38,Italy
Maruzen,0.43,1000000000,14.75,Japan
Sumitomo Chemical India,0.43,1000000000,5.07,India
Broadstone Net Lease,0.43,1000000000,16.37,USA
Benson Hill,0.43,1000000000,1.03,USA
Clarus,0.43,1000000000,8.02,USA
Hypoport,0.43,1000000000,194.33,Germany
Century Casinos,0.43,1000000000,7.03,USA
iRhythm,0.42,1000000000,101.55,USA
TriCo Bancshares,0.42,1000000000,37.48,USA
Digi International,0.42,1000000000,38.00,USA
Tower Bersama Infrastructure,0.42,1000000000,0.14,Indonesia
American Assets Trust,0.42,1000000000,19.70,USA
Vimeo,0.42,1000000000,4.38,USA
MediaAlpha,0.42,1000000000,9.56,USA
Luxfer,0.42,1000000000,16.11,UK
Mapletree Commercial Trust,0.42,1000000000,1.29,Singapore
VZ Holding,0.42,1000000000,92.59,Switzerland
Amplify Energy,0.42,1000000000,6.71,USA
Delivery Hero,0.42,1000000000,40.60,Germany
Bangkok Expressway and Metro (BEM),0.42,1000000000,0.24,Thailand
Eastern Bankshares,0.42,1000000000,12.84,USA
Integral Ad Science,0.42,1000000000,17.64,USA
Bata India,0.42,1000000000,19.72,India
GitLab,0.42,1000000000,51.24,USA
XD Inc.,0.42,1000000000,2.96,China
Franklin BSP Realty Trust,0.42,1000000000,14.35,USA
Marine Products Corporation,0.42,1000000000,16.18,USA
Ambac,0.42,1000000000,14.24,USA
Karat Packaging,0.42,1000000000,18.29,USA
Arion banki,0.42,1000000000,0.94,Iceland
First National Financial,0.42,1000000000,28.94,Canada
CECO Environmental,0.42,1000000000,13.17,USA
SentinelOne,0.42,1000000000,16.09,USA
Nature's Sunshine Products,0.42,1000000000,13.09,USA
ACM Research,0.42,1000000000,11.64,USA
Oberoi Realty,0.42,1000000000,12.38,India
Clean Energy Fuels,0.42,1000000000,4.41,USA
ZF Commercial Vehicle Control Systems India,0.41,1000000000,144.95,India
Emami,0.41,1000000000,4.92,India
Doximity,0.41,1000000000,32.54,USA
Beyond Meat,0.41,1000000000,12.86,USA
Ero Copper,0.41,1000000000,20.75,Canada
Power Mech Projects,0.41,1000000000,39.91,India
Lesaka Technologies,0.41,1000000000,3.71,South Africa
Fever-Tree Drinks,0.41,1000000000,16.83,UK
Rimini Street,0.41,1000000000,4.51,USA
Ironwood Pharmaceuticals,0.41,1000000000,10.98,USA
South Indian Bank,0.41,1000000000,0.22,India
Dime Community Bancshares,0.41,1000000000,18.48,USA
Mammoth Energy Services,0.41,1000000000,4.46,USA
Darktrace,0.41,1000000000,4.44,UK
Rane Holdings,0.41,1000000000,12.25,India
Turning Point Brands,0.41,1000000000,22.68,USA
Nevro,0.41,1000000000,25.18,USA
Avid Technology,0.41,1000000000,24.17,USA
Praj Industries,0.41,1000000000,4.76,India
Jamieson Wellness,0.41,1000000000,22.40,Canada
Navios Maritime Holdings,0.41,1000000000,1.65,Monaco
iDreamSky,0.41,1000000000,0.48,China
